s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 2.0482651E+001, 1.3389648E+008,-1.0938049E+007,-1.0787282E+007,-3.4900249E+006, 3.8822498E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0844409E+008, 1.0868152E+008, 4.5000169E+003, 4.5000169E+003
 2.0520481E+001, 1.3253171E+008,-1.0523895E+007,-1.1240360E+007,-3.5253408E+006, 3.8838260E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0660165E+008, 1.0724250E+008, 4.5000169E+003, 4.5000169E+003
 2.0564030E+001, 1.3126367E+008,-1.0430570E+007,-1.1808712E+007,-3.5635791E+006, 3.9007887E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0554450E+008, 1.0546120E+008, 4.5000169E+003, 4.5000169E+003
 2.0601744E+001, 1.3007937E+008,-9.9415109E+006,-1.2551069E+007,-3.6207473E+006, 3.8791802E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0376388E+008, 1.0396643E+008, 4.5000169E+003, 4.5000169E+003
 2.0640806E+001, 1.2830332E+008,-9.8320663E+006,-1.3469287E+007,-3.6605718E+006, 3.8779061E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0101562E+008, 1.0134178E+008, 4.5000169E+003, 4.5000169E+003
 2.0684208E+001, 1.2603051E+008,-9.6450502E+006,-1.4675787E+007,-3.7259992E+006, 3.8672581E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.7809942E+007, 9.7984056E+007, 4.5000169E+003, 4.5000169E+003
 2.0720667E+001, 1.2371387E+008,-7.9004680E+006,-1.6002728E+007,-3.7570705E+006, 3.8664413E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.5903142E+007, 9.6053991E+007, 4.5000169E+003, 4.5000169E+003
 2.0763636E+001, 1.2149196E+008,-8.5371074E+006,-1.7483251E+007,-3.7860975E+006, 3.8648314E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.1581111E+007, 9.1685886E+007, 4.5000169E+003, 4.5000169E+003
 2.0801830E+001, 1.1989793E+008,-6.7120443E+006,-1.9016539E+007,-3.8110826E+006, 3.8609692E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.0730391E+007, 9.0358647E+007, 4.5000169E+003, 4.5000169E+003
 2.0840025E+001, 1.1851610E+008,-5.7726692E+006,-2.0456460E+007,-3.8296576E+006, 3.8681291E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.7645479E+007, 8.8457700E+007, 4.5000169E+003, 4.5000169E+003
 2.0882994E+001, 1.1675299E+008,-7.0793553E+006,-2.1940877E+007,-3.8524805E+006, 3.8499971E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.3717759E+007, 8.3880658E+007, 4.5000169E+003, 4.5000169E+003
 2.0921186E+001, 1.1496161E+008,-5.0042560E+006,-2.3324524E+007,-3.8964533E+006, 3.8537860E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2657710E+007, 8.2736764E+007, 4.5000169E+003, 4.5000169E+003
 2.0962246E+001, 1.1315348E+008,-6.4984794E+006,-2.4667985E+007,-3.9166484E+006, 3.8660154E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.8307925E+007, 7.8070755E+007, 4.5000169E+003, 4.5000169E+003
 2.1004261E+001, 1.1215305E+008,-6.4946158E+006,-2.5956880E+007,-3.9576627E+006, 3.8597528E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.5223955E+007, 7.5744281E+007, 4.5000169E+003, 4.5000169E+003
 2.1041023E+001, 1.1165770E+008,-5.2374047E+006,-2.7074573E+007,-4.0221996E+006, 3.8680554E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.5235059E+007, 7.5323907E+007, 4.5000169E+003, 4.5000169E+003
 2.1083036E+001, 1.1120672E+008,-6.3637640E+006,-2.8152046E+007,-4.0273334E+006, 3.8439908E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.2473967E+007, 7.2663960E+007, 4.5000169E+003, 4.5000169E+003
 2.1122713E+001, 1.1073287E+008,-7.5771180E+006,-2.9180450E+007,-4.0336919E+006, 3.8503836E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.9227786E+007, 6.9941999E+007, 4.5000169E+003, 4.5000169E+003
 2.1160807E+001, 1.1062800E+008,-8.3970200E+006,-3.0065145E+007,-4.0629236E+006, 3.8488034E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.7704985E+007, 6.8103295E+007, 4.5000169E+003, 4.5000169E+003
 2.1200499E+001, 1.1053167E+008,-8.4523413E+006,-3.0846894E+007,-4.0691691E+006, 3.8508897E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.7174201E+007, 6.7163651E+007, 4.5000169E+003, 4.5000169E+003
 2.1244532E+001, 1.1034534E+008,-8.4319315E+006,-3.1616092E+007,-4.0655782E+006, 3.8504565E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.6279784E+007, 6.6232124E+007, 4.5000169E+003, 4.5000169E+003
 2.1283672E+001, 1.1035474E+008,-8.8181539E+006,-3.2282288E+007,-4.1353017E+006, 3.8511085E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4621883E+007, 6.5119377E+007, 4.5000169E+003, 4.5000169E+003
 2.1322815E+001, 1.1043051E+008,-7.9015536E+006,-3.2772764E+007,-4.1672462E+006, 3.8444330E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4583419E+007, 6.5589332E+007, 4.5000169E+003, 4.5000169E+003
 2.1361956E+001, 1.1076562E+008,-9.4414135E+006,-3.3212379E+007,-4.2029237E+006, 3.8718874E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3595987E+007, 6.3909291E+007, 4.5000169E+003, 4.5000169E+003
 2.1401096E+001, 1.1161575E+008,-9.5356021E+006,-3.3558873E+007,-4.2459044E+006, 3.8732181E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4184664E+007, 6.4275763E+007, 4.5000169E+003, 4.5000169E+003
 2.1440239E+001, 1.1270088E+008,-1.1473773E+007,-3.3871423E+007,-4.2666632E+006, 3.8573168E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.2636231E+007, 6.3089406E+007, 4.5000169E+003, 4.5000169E+003
 2.1481827E+001, 1.1377609E+008,-1.2074988E+007,-3.4132186E+007,-4.3084727E+006, 3.9038540E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.2981609E+007, 6.3260835E+007, 4.5000169E+003, 4.5000169E+003
 2.1524881E+001, 1.1509966E+008,-1.2261711E+007,-3.4378432E+007,-4.3152076E+006, 3.8940062E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3761485E+007, 6.4144702E+007, 4.5000169E+003, 4.5000169E+003
 2.1562555E+001, 1.1667724E+008,-1.3444202E+007,-3.4611488E+007,-4.3316149E+006, 3.8885856E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3587289E+007, 6.4290320E+007, 4.5000169E+003, 4.5000169E+003
 2.1600229E+001, 1.1852726E+008,-1.4640418E+007,-3.4802733E+007,-4.3919418E+006, 3.8993227E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3829418E+007, 6.4692553E+007, 4.5000169E+003, 4.5000169E+003
 2.1643284E+001, 1.2011617E+008,-1.4912588E+007,-3.4974474E+007,-4.4038005E+006, 3.8970557E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.5032146E+007, 6.5825702E+007, 4.5000169E+003, 4.5000169E+003
 2.1680958E+001, 1.2148536E+008,-1.5164431E+007,-3.5130798E+007,-4.4524643E+006, 3.9161985E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.6461553E+007, 6.6738062E+007, 4.5000169E+003, 4.5000169E+003
 2.1723631E+001, 1.2233236E+008,-1.5684991E+007,-3.5298859E+007,-4.4900234E+006, 3.9114901E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.6485739E+007, 6.6858877E+007, 4.5000169E+003, 4.5000169E+003
 2.1760799E+001, 1.2285198E+008,-1.5960393E+007,-3.5435630E+007,-4.5610372E+006, 3.9251985E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.6200640E+007, 6.6895307E+007, 4.5000169E+003, 4.5000169E+003
 2.1800444E+001, 1.2282222E+008,-1.6629515E+007,-3.5540472E+007,-4.5791374E+006, 3.9433437E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.5558368E+007, 6.6073493E+007, 4.5000169E+003, 4.5000169E+003
 2.1844961E+001, 1.2205809E+008,-1.6170176E+007,-3.5592768E+007,-4.6334501E+006, 3.9513658E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.5102303E+007, 6.5662090E+007, 4.5000169E+003, 4.5000169E+003
 2.1881851E+001, 1.2126758E+008,-1.5815292E+007,-3.5604383E+007,-4.6413447E+006, 3.9723373E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4778129E+007, 6.5206962E+007, 4.5000169E+003, 4.5000169E+003
 2.1922195E+001, 1.2024168E+008,-1.5111647E+007,-3.5592439E+007,-4.7005512E+006, 4.0034442E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4704925E+007, 6.4837442E+007, 4.5000169E+003, 4.5000169E+003
 2.1961643E+001, 1.1967917E+008,-1.4032603E+007,-3.5562185E+007,-4.7541234E+006, 4.0214610E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4517971E+007, 6.5330664E+007, 4.5000169E+003, 4.5000169E+003
 2.2001091E+001, 1.1866957E+008,-1.3458858E+007,-3.5526638E+007,-4.7557415E+006, 4.0472844E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4513751E+007, 6.4928732E+007, 4.5000169E+003, 4.5000169E+003
 2.2040539E+001, 1.1715342E+008,-1.3460529E+007,-3.5488297E+007,-4.7864939E+006, 4.0673775E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.2721166E+007, 6.3418508E+007, 4.5000169E+003, 4.5000169E+003
 2.2084917E+001, 1.1478652E+008,-1.2178514E+007,-3.5441333E+007,-4.8391975E+006, 4.0929839E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1688318E+007, 6.2327882E+007, 4.5000169E+003, 4.5000169E+003
 2.2121407E+001, 1.1275639E+008,-1.0064565E+007,-3.5367789E+007,-4.8713111E+006, 4.1306429E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1933313E+007, 6.2453133E+007, 4.5000169E+003, 4.5000169E+003
 2.2164799E+001, 1.1162511E+008,-1.0236315E+007,-3.5306656E+007,-4.9090450E+006, 4.1541614E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1363589E+007, 6.1173511E+007, 4.5000169E+003, 4.5000169E+003
 2.2200392E+001, 1.1082202E+008,-1.0096964E+007,-3.5245301E+007,-4.9381575E+006, 4.1904979E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0077089E+007, 6.0542015E+007, 4.5000169E+003, 4.5000169E+003
 2.2243868E+001, 1.0990882E+008,-1.0499111E+007,-3.5203038E+007,-4.9362805E+006, 4.2152755E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.8726828E+007, 5.9270809E+007, 4.5000169E+003, 4.5000169E+003
 2.2282511E+001, 1.0850694E+008,-9.5288846E+006,-3.5139786E+007,-4.9497909E+006, 4.2482439E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.8507699E+007, 5.8888906E+007, 4.5000169E+003, 4.5000169E+003
 2.2324537E+001, 1.0647212E+008,-9.3456393E+006,-3.5071716E+007,-4.9644164E+006, 4.2723329E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6486909E+007, 5.7090771E+007, 4.5000169E+003, 4.5000169E+003
 2.2361732E+001, 1.0477807E+008,-9.1825935E+006,-3.4985257E+007,-4.9698537E+006, 4.3216289E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.5334117E+007, 5.5640800E+007, 4.5000169E+003, 4.5000169E+003
 2.2404240E+001, 1.0297997E+008,-9.0862021E+006,-3.4902797E+007,-4.9738470E+006, 4.3548121E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.3734975E+007, 5.4017564E+007, 4.5000169E+003, 4.5000169E+003
 2.2441435E+001, 1.0124275E+008,-9.0107568E+006,-3.4836420E+007,-5.0115249E+006, 4.3829425E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.2110992E+007, 5.2384484E+007, 4.5000169E+003, 4.5000169E+003
 2.2481415E+001, 9.9233253E+007,-8.7681464E+006,-3.4779358E+007,-5.0148281E+006, 4.4107390E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0467361E+007, 5.0671361E+007, 4.5000169E+003, 4.5000169E+003
 2.2522255E+001, 9.6712161E+007,-9.0370677E+006,-3.4729513E+007,-5.0347688E+006, 4.4422729E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7035280E+007, 4.7911255E+007, 4.5000169E+003, 4.5000169E+003
 2.2561563E+001, 9.5165428E+007,-8.1911369E+006,-3.4663362E+007,-5.0569967E+006, 4.4826873E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7005533E+007, 4.7254380E+007, 4.5000169E+003, 4.5000169E+003
 2.2600874E+001, 9.3372991E+007,-6.4052294E+006,-3.4615902E+007,-5.0652757E+006, 4.5197215E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7084359E+007, 4.7287036E+007, 4.5000169E+003, 4.5000169E+003
 2.2640182E+001, 9.1196248E+007,-6.2558750E+006,-3.4616159E+007,-5.0632107E+006, 4.5273650E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5390129E+007, 4.5261455E+007, 4.5000169E+003, 4.5000169E+003
 2.2685106E+001, 8.9573930E+007,-7.6550507E+006,-3.4616713E+007,-5.0721625E+006, 4.5659746E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1657233E+007, 4.2230461E+007, 4.5000169E+003, 4.5000169E+003
 2.2724415E+001, 8.8054722E+007,-7.8295537E+006,-3.4569239E+007,-5.0782812E+006, 4.5961101E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9868513E+007, 4.0578108E+007, 4.5000169E+003, 4.5000169E+003
 2.2763723E+001, 8.6832584E+007,-7.5739582E+006,-3.4489472E+007,-5.1042149E+006, 4.5950967E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9525726E+007, 3.9665399E+007, 4.5000169E+003, 4.5000169E+003
 2.2803032E+001, 8.6104634E+007,-7.8854234E+006,-3.4395363E+007,-5.1108891E+006, 4.6152883E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8866626E+007, 3.8713420E+007, 4.5000169E+003, 4.5000169E+003
 2.2842340E+001, 8.6476230E+007,-7.4849523E+006,-3.4275705E+007,-5.0925714E+006, 4.5252000E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9326945E+007, 3.9623454E+007, 4.5000169E+003, 4.5000169E+003
 2.2881649E+001, 8.6344331E+007,-8.4685465E+006,-3.4177614E+007,-5.0763929E+006, 4.5199163E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8166135E+007, 3.8622230E+007, 4.5000169E+003, 4.5000169E+003
 2.2920958E+001, 8.5963447E+007,-8.8580510E+006,-3.4064852E+007,-5.0645548E+006, 4.4876240E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7058026E+007, 3.7976438E+007, 4.5000169E+003, 4.5000169E+003
 2.2960266E+001, 8.6079263E+007,-9.5029011E+006,-3.3936017E+007,-5.0777541E+006, 4.3779151E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6684933E+007, 3.7563029E+007, 4.5000169E+003, 4.5000169E+003
 2.3002945E+001, 8.5382334E+007,-1.0442289E+007,-3.3808918E+007,-5.0980272E+006, 4.4330412E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5475141E+007, 3.6033543E+007, 4.5000169E+003, 4.5000169E+003
 2.3040007E+001, 8.5166854E+007,-1.0002346E+007,-3.3662160E+007,-5.1054257E+006, 4.4143547E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6418203E+007, 3.6397364E+007, 4.5000169E+003, 4.5000169E+003
 2.3083246E+001, 8.5843751E+007,-9.6382199E+006,-3.3534110E+007,-5.0994679E+006, 4.3960151E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6990611E+007, 3.7572393E+007, 4.5000169E+003, 4.5000169E+003
 2.3120308E+001, 8.5605560E+007,-9.3533121E+006,-3.3431087E+007,-5.0764629E+006, 4.3839165E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7371392E+007, 3.7745137E+007, 4.5000169E+003, 4.5000169E+003
 2.3163548E+001, 8.5426781E+007,-9.8239332E+006,-3.3328483E+007,-5.0276953E+006, 4.3673901E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6654292E+007, 3.7247106E+007, 4.5000169E+003, 4.5000169E+003
 2.3200611E+001, 8.5199572E+007,-1.0734922E+007,-3.3201258E+007,-5.0141893E+006, 4.3371343E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5542418E+007, 3.6249636E+007, 4.5000169E+003, 4.5000169E+003
 2.3243851E+001, 8.5141325E+007,-1.0171772E+007,-3.3039173E+007,-5.0066776E+006, 4.3390931E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5891286E+007, 3.6924137E+007, 4.5000169E+003, 4.5000169E+003
 2.3280912E+001, 8.5231315E+007,-8.8995368E+006,-3.2881755E+007,-4.9803986E+006, 4.2908629E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8270147E+007, 3.8470053E+007, 4.5000169E+003, 4.5000169E+003
 2.3324152E+001, 8.5448651E+007,-1.0670344E+007,-3.2790057E+007,-4.9568187E+006, 4.2365444E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6868239E+007, 3.7031855E+007, 4.5000169E+003, 4.5000169E+003
 2.3361214E+001, 8.5025106E+007,-1.0942252E+007,-3.2709067E+007,-4.9293131E+006, 4.1639074E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5611548E+007, 3.6444891E+007, 4.5000169E+003, 4.5000169E+003
 2.3404453E+001, 8.4633370E+007,-1.0867554E+007,-3.2641221E+007,-4.9128512E+006, 4.1421251E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5439143E+007, 3.6212158E+007, 4.5000169E+003, 4.5000169E+003
 2.3441517E+001, 8.4029212E+007,-1.0017067E+007,-3.2580544E+007,-4.9127701E+006, 4.0905865E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5888381E+007, 3.6519241E+007, 4.5000169E+003, 4.5000169E+003
 2.3484756E+001, 8.3527861E+007,-9.7967390E+006,-3.2535677E+007,-4.9065287E+006, 4.0498072E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5492014E+007, 3.6289321E+007, 4.5000169E+003, 4.5000169E+003
 2.3522436E+001, 8.3358452E+007,-8.9340471E+006,-3.2489556E+007,-4.8925540E+006, 3.9993489E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6440259E+007, 3.7042694E+007, 4.5000169E+003, 4.5000169E+003
 2.3563206E+001, 8.3197385E+007,-9.0646839E+006,-3.2499033E+007,-4.8853985E+006, 3.9693165E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6386582E+007, 3.6748666E+007, 4.5000169E+003, 4.5000169E+003
 2.3603973E+001, 8.2810113E+007,-8.4077555E+006,-3.2522870E+007,-4.8548741E+006, 3.9527426E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6164634E+007, 3.7025009E+007, 4.5000169E+003, 4.5000169E+003
 2.3644743E+001, 8.2284886E+007,-8.2712426E+006,-3.2545547E+007,-4.8481435E+006, 3.9690284E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6193648E+007, 3.6620349E+007, 4.5000169E+003, 4.5000169E+003
 2.3685511E+001, 8.1950018E+007,-7.6225422E+006,-3.2537661E+007,-4.8621132E+006, 3.9559194E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6011208E+007, 3.6928097E+007, 4.5000169E+003, 4.5000169E+003
 2.3726280E+001, 8.1748638E+007,-7.9476791E+006,-3.2533655E+007,-4.8002901E+006, 3.9941664E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5659509E+007, 3.6467413E+007, 4.5000169E+003, 4.5000169E+003
 2.3760254E+001, 8.1735107E+007,-8.9354023E+006,-3.2521195E+007,-4.7725584E+006, 3.9920550E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4788644E+007, 3.5506350E+007, 4.5000169E+003, 4.5000169E+003
 2.3801022E+001, 8.1670835E+007,-9.3574356E+006,-3.2491483E+007,-4.8200650E+006, 4.0132985E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4214941E+007, 3.5002253E+007, 4.5000169E+003, 4.5000169E+003
 2.3842779E+001, 8.1501629E+007,-9.7596511E+006,-3.2473927E+007,-4.7770359E+006, 4.0353317E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4125919E+007, 3.4491418E+007, 4.5000169E+003, 4.5000169E+003
 2.3886127E+001, 8.1471070E+007,-1.0319857E+007,-3.2434260E+007,-4.7448174E+006, 4.0227939E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3302453E+007, 3.3972538E+007, 4.5000169E+003, 4.5000169E+003
 2.3922005E+001, 8.0970220E+007,-9.8525180E+006,-3.2400023E+007,-4.7378869E+006, 4.0574752E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3519459E+007, 3.3980198E+007, 4.5000169E+003, 4.5000169E+003
 2.3961468E+001, 8.0264227E+007,-9.2657802E+006,-3.2387522E+007,-4.7092130E+006, 4.0772931E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3599869E+007, 3.3902119E+007, 4.5000169E+003, 4.5000169E+003
 2.4000933E+001, 7.9667268E+007,-8.3899319E+006,-3.2382571E+007,-4.7052056E+006, 4.1167254E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3625733E+007, 3.4189971E+007, 4.5000169E+003, 4.5000169E+003
 2.4046656E+001, 7.9561095E+007,-8.0081798E+006,-3.2394224E+007,-4.6814660E+006, 4.1472867E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3980216E+007, 3.4477641E+007, 4.5000169E+003, 4.5000169E+003
 2.4082035E+001, 7.9503588E+007,-7.5812609E+006,-3.2426863E+007,-4.6932418E+006, 4.1773006E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4313137E+007, 3.4802640E+007, 4.5000169E+003, 4.5000169E+003
 2.4120508E+001, 7.9698918E+007,-7.2487789E+006,-3.2480014E+007,-4.6759249E+006, 4.2250922E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4414906E+007, 3.5294623E+007, 4.5000169E+003, 4.5000169E+003
 2.4164465E+001, 7.9609783E+007,-7.5494458E+006,-3.2510373E+007,-4.6613342E+006, 4.2759208E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4330687E+007, 3.4889057E+007, 4.5000169E+003, 4.5000169E+003
 2.4202141E+001, 7.9497913E+007,-7.4610248E+006,-3.2522301E+007,-4.6557731E+006, 4.3068126E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3894206E+007, 3.4859245E+007, 4.5000169E+003, 4.5000169E+003
 2.4244341E+001, 7.9402443E+007,-7.5890230E+006,-3.2480820E+007,-4.6101750E+006, 4.3804781E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3892987E+007, 3.4722864E+007, 4.5000169E+003, 4.5000169E+003
 2.4282331E+001, 7.9348879E+007,-7.7887624E+006,-3.2383365E+007,-4.5828865E+006, 4.4221591E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3921424E+007, 3.4594307E+007, 4.5000169E+003, 4.5000169E+003
 2.4320322E+001, 7.9421195E+007,-7.7632832E+006,-3.2251899E+007,-4.6009778E+006, 4.4595394E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4359253E+007, 3.4805481E+007, 4.5000169E+003, 4.5000169E+003
 2.4365911E+001, 7.9416933E+007,-7.1750990E+006,-3.2134999E+007,-4.6812777E+006, 4.5319147E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4577928E+007, 3.5426011E+007, 4.5000169E+003, 4.5000169E+003
 2.4401154E+001, 7.9538023E+007,-7.2592234E+006,-3.2064587E+007,-4.6595319E+006, 4.5716308E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5354082E+007, 3.5555138E+007, 4.5000169E+003, 4.5000169E+003
 2.4441246E+001, 7.9472131E+007,-6.8023146E+006,-3.1988752E+007,-4.6132343E+006, 4.6221308E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5532286E+007, 3.6068293E+007, 4.5000169E+003, 4.5000169E+003
 2.4481337E+001, 7.9524437E+007,-7.6126842E+006,-3.1910250E+007,-4.5734044E+006, 4.6702846E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4793315E+007, 3.5428566E+007, 4.5000169E+003, 4.5000169E+003
 2.4526239E+001, 7.9261492E+007,-6.9392953E+006,-3.1810571E+007,-4.5769472E+006, 4.7082204E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4839366E+007, 3.5935150E+007, 4.5000169E+003, 4.5000169E+003
 2.4566664E+001, 7.8767204E+007,-6.9259959E+006,-3.1734233E+007,-4.5684430E+006, 4.7727260E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5153940E+007, 3.5539010E+007, 4.5000169E+003, 4.5000169E+003
 2.4607090E+001, 7.8448681E+007,-6.3456653E+006,-3.1660244E+007,-4.5507795E+006, 4.7986932E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5343139E+007, 3.5892472E+007, 4.5000169E+003, 4.5000169E+003
 2.4647514E+001, 7.8007050E+007,-5.2449576E+006,-3.1564625E+007,-4.5212041E+006, 4.8480943E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5652048E+007, 3.6676749E+007, 4.5000169E+003, 4.5000169E+003
 2.4687941E+001, 7.7825313E+007,-6.4255044E+006,-3.1489254E+007,-4.4918590E+006, 4.8754940E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5081785E+007, 3.5419183E+007, 4.5000169E+003, 4.5000169E+003
